scenario,effect
white_only_low_drift,0.020556410318379625
white_only_low_drift,-0.04663253101261529
white_only_low_drift,-0.005276108073170138
white_only_low_drift,0.04356647925543383
white_only_low_drift,-0.008927937342400244
white_only_low_drift,-0.015845976433805642
white_only_low_drift,0.018913486429910836
white_only_low_drift,0.015384491239587017
white_only_low_drift,0.03127397209767868
white_only_low_drift,-0.01670053237755048
white_only_low_drift,0.0013400564788751401
white_only_low_drift,0.09260938055328236
white_only_low_drift,-0.00564692158475541
white_only_low_drift,0.03816606269950126
white_only_low_drift,-0.021886394982405022
white_only_low_drift,-0.027040329522121168
white_only_low_drift,0.06143248495333917
white_only_low_drift,-0.006572246454171732
white_only_low_drift,-0.04223876349292671
white_only_low_drift,0.04888209071817998
white_only_low_drift,0.028384791959159383
white_only_low_drift,0.022542042394867512
white_only_low_drift,-0.037798426085524306
white_only_low_drift,-0.011062838505473932
white_only_low_drift,0.045876563441820756
white_only_low_drift,-0.028194403195964918
white_only_low_drift,0.010534605214286258
white_only_low_drift,-0.0007320485112413122
white_only_low_drift,-0.10725776063939195
white_only_low_drift,-0.05475712919397924
white_only_low_drift,-0.03121034100180224
white_only_low_drift,-0.0192854923063345
white_only_low_drift,-0.0007805331990100584
white_only_low_drift,-0.047716873889512026
white_only_low_drift,-0.02902441366877838
white_only_low_drift,-0.020307308338234575
white_only_low_drift,0.031715983595147046
white_only_low_drift,0.0527522467638389
white_only_low_drift,-0.009276026147778782
white_only_low_drift,0.0019962974366890818
white_only_low_drift,-0.05285866508644199
white_only_low_drift,0.005162498352822856
white_only_low_drift,0.013047094449511965
white_only_low_drift,0.05209784058200562
white_only_low_drift,0.02512121653938887
white_only_low_drift,0.004904404214678443
white_only_low_drift,0.01644991545731425
white_only_low_drift,0.009785828071482594
white_only_low_drift,-0.014243701045032003
white_only_low_drift,-0.0311174664361948
white_only_low_drift,0.012176887523200758
white_only_low_drift,0.009762268101988686
white_only_low_drift,-0.08204283351983227
white_only_low_drift,0.045326287072648366
white_only_low_drift,-0.0027673003813240282
white_only_low_drift,0.015830523543213154
white_only_low_drift,0.0008466384611199307
white_only_low_drift,0.0996877942818288
white_only_low_drift,0.014719288408467923
white_only_low_drift,0.02638484002248309
white_only_low_drift,-0.0020272973046031595
white_only_low_drift,0.019973455272677437
white_only_low_drift,-0.040716085030089194
white_only_low_drift,0.0563761848918263
white_only_low_drift,0.07683540501976019
white_only_low_drift,-0.04485692768794011
white_only_low_drift,-0.019708902000463158
white_only_low_drift,-0.0540408326415705
white_only_low_drift,-0.016276522560122325
white_only_low_drift,-0.05277329006622687
white_only_low_drift,0.03286875557517013
white_only_low_drift,0.04234725321858629
white_only_low_drift,-0.0014267895519619878
white_only_low_drift,0.006477080041738081
white_only_low_drift,0.022347342012850047
white_only_low_drift,-0.01697674265794713
white_only_low_drift,0.030826967065238214
white_only_low_drift,-0.08323974882850751
white_only_low_drift,-0.016930429336634023
white_only_low_drift,0.019543451924900257
white_only_low_drift,-0.0681691214417609
white_only_low_drift,0.024157684327157036
white_only_low_drift,0.02230626357332427
white_only_low_drift,-0.043549475631967205
white_only_low_drift,0.021549734275193216
white_only_low_drift,-0.015006414733051865
white_only_low_drift,-0.0614105161516402
white_only_low_drift,0.05008932307552216
white_only_low_drift,0.06139497731978279
white_only_low_drift,-0.045313092251502374
white_only_low_drift,0.026273286674924096
white_only_low_drift,0.006926379862274706
white_only_low_drift,-0.061948366709444674
white_only_low_drift,-0.04857760045635724
white_only_low_drift,-0.0587937474856593
white_only_low_drift,0.08637358669938265
white_only_low_drift,-0.0163632894454101
white_only_low_drift,0.0197558301972518
white_only_low_drift,-0.09273913213194836
white_only_low_drift,-0.06245658886888231
white_only_low_drift,0.01166798376555872
white_only_low_drift,-0.037706298826977444
white_only_low_drift,-0.01896555833451935
white_only_low_drift,0.014133557670506919
white_only_low_drift,0.06014041481960512
white_only_low_drift,0.014711552793530785
white_only_low_drift,0.03098108076578543
white_only_low_drift,-0.005711677113040936
white_only_low_drift,0.00014583282858016133
white_only_low_drift,-0.0012023583023915985
white_only_low_drift,-0.014041171993325413
white_only_low_drift,-0.11246378571775414
white_only_low_drift,-0.07230942860899198
white_only_low_drift,-0.004844450604263306
white_only_low_drift,0.04193116259513366
white_only_low_drift,0.02371494281929304
white_only_low_drift,-0.026689341091634372
white_only_low_drift,-0.072266803430374
white_only_low_drift,0.03386580571490186
white_only_low_drift,-0.0031748266400671854
white_only_low_drift,-0.015234176814820505
white_only_low_drift,0.029513257421748762
white_only_low_drift,-0.08559833718304073
white_only_low_drift,0.05194771062495819
white_only_low_drift,0.0038939024757503604
white_only_low_drift,-0.03855990061833567
white_only_low_drift,0.004706339583515462
white_only_low_drift,0.003094157895714378
white_only_low_drift,0.0529895515120446
white_only_low_drift,0.026549775147964194
white_only_low_drift,-0.04194407514779841
white_only_low_drift,-0.04681632510761524
white_only_low_drift,0.0026858197412505114
white_only_low_drift,0.03480734241902325
white_only_low_drift,-0.006390483573536762
white_only_low_drift,-0.054252802952570706
white_only_low_drift,0.05629382597258176
white_only_low_drift,-0.10086251589127113
white_only_low_drift,-0.014599538714271665
white_only_low_drift,0.007318197146431393
white_only_low_drift,0.11575701107325766
white_only_low_drift,-0.061219130647953895
white_only_low_drift,0.08778021324427035
white_only_low_drift,0.048205730707692795
white_only_low_drift,0.0371757211399093
white_only_low_drift,0.03453560607368289
white_only_low_drift,0.05542923009839454
white_only_low_drift,-0.017665693505537372
white_only_low_drift,-0.10618115467473055
white_only_low_drift,-0.06187227348607717
white_only_low_drift,0.022080094769808795
white_only_low_drift,-0.024013196115312108
white_only_low_drift,0.029968489870671328
white_only_low_drift,0.0033088243849255516
white_only_low_drift,0.045336204135798905
white_only_low_drift,0.027444324076020432
