i,temp,sensor,resid,sched
0,19.950543932482606,1.023443390649693,1.021526425312031,1
1,19.983610667426603,1.766659269243122,1.74499006119681,1
2,20.068396263064464,-2.5122519184090315,-2.584567362501108,1
3,20.01569872095663,-0.1285406091713049,-0.16937744965688523,1
4,20.054011544981993,1.0461340832554906,0.9824112759429962,1
5,20.038855189562863,1.375466618830145,1.320797381860298,1
6,19.98017681768145,0.6419103089688265,0.6222922932675166,1
7,20.041097611020515,1.521797212863463,1.465788477060071,1
8,20.000170227441707,0.2900876478472744,0.2585266724667898,1
9,20.00188054419205,0.552431591677073,0.5198489674516482,1
10,20.02485836593352,0.19369753953764882,0.14738923260656048,1
11,19.94570347967405,-1.106385012914527,-1.105410558858764,1
12,20.083608305205082,-0.7964061087781277,-0.8778083873872676,1
13,19.992445516241293,0.3751142253419381,0.3481675661539409,1
14,20.07801347098297,-0.5333188730943988,-0.6113791064832598,1
15,20.036816056192656,1.2937137299806893,1.2402625587591503,1
16,20.10860165398144,1.3576225928769832,1.2612906669359036,1
17,20.001001529310408,1.7994638066583695,1.7674062574158886,1
18,20.020410257176504,-0.01374880129069924,-0.05740005351372981,1
19,20.05488845632794,1.4167239032144188,1.352477277455123,1
20,19.92962644509001,-0.9479850510521903,-0.937407063727201,1
21,20.08339607207794,-0.7661962080404057,-0.8474717102912135,1
22,20.12108151973453,0.1540295602648521,0.050242851208842254,1
23,20.10234033966325,0.3429075637700054,0.25031580147972243,1
24,20.08573848221561,-1.5474782236263778,-1.6301529524304232,1
25,20.04270110534424,-1.7050433170546373,-1.7620098918801694,1
26,20.116095111352987,0.4247885929208258,0.32398048906316845,1
27,20.107701531098595,-0.7975194058500739,-0.8933136480531099,1
28,20.075631042228864,1.2537775845501342,1.177140482627591,1
29,20.058255715641447,0.4295339518784996,0.3632759112233586,1
30,20.041911656391953,0.3323579883678362,0.27586298678163484,1
31,20.000488390225478,0.208755680652893,0.17700465238280463,1
32,20.125311464641058,0.9706754071041969,0.8643619623853093,1
33,19.95739780566574,-0.1786017946299546,-0.18461288558470143,1
34,20.049492632707384,1.11532479264146,1.054301334151227,1
35,20.078219003483735,-0.4789900596594584,-0.5571730668222187,1
36,20.114994059230636,-0.15601618732964456,-0.2561665834096109,1
37,20.16208306182559,-0.5832768701647006,-0.7115556378464907,1
38,20.12566618879759,0.6730343247711884,0.5665089874162023,1
39,20.063423928695077,0.07390608311991813,0.004560837187987096,1
40,20.116406377894457,-0.7924599800918868,-0.8934540174045589,1
41,20.018919984154017,2.0131938018574873,1.9704327564992168,1
42,20.155496926334436,-0.2704579815942042,-0.394802555381324,1
43,20.07817623375853,-0.06944069105914957,-0.14759814994826742,1
44,20.054312042500648,0.4266995578849038,0.3627972499373478,1
45,20.05804699497839,1.7824212379215367,1.7162878754725142,1
46,20.08893193361898,-0.09508809931968168,-0.17967041976543088,1
47,20.074360753871503,0.7477291549871453,0.6718508532299968,1
48,20.21049549736573,0.2250160225243844,0.06781833743132831,1
49,20.06209094260597,-1.426620950814396,-1.495169944415885,1
50,20.10163038715785,0.8528697809339381,0.7607021050925304,1
51,20.10340249477928,1.0825912922052994,0.9893650570624168,1
52,20.105413606136985,-0.17683296959723668,-0.27126053168451614,1
53,20.108767293097635,0.04972432718966562,-0.04670654241883849,1
54,20.083921857090502,-1.4510670807882868,-1.532656657990803,1
55,20.080829624976793,-1.4745639745694554,-1.5543064229482504,1
56,20.068891974896435,-0.3503031387418955,-0.42291469372714635,1
57,20.03959126933742,0.6495589086976262,0.594449978290111,1
58,20.126815341655462,-0.3936271395894568,-0.5008389174471546,1
59,20.167218817534792,0.3921994223083506,0.26085283757621525,1
60,20.09284579294937,1.0233057698351142,0.9363855258068792,1
61,20.09406924804781,0.15202146274221193,0.06437039415302678,1
62,20.108175858533865,0.639179292512595,0.5431017132749032,1
63,20.102968012938057,1.509447407179063,1.4164807075117853,1
64,20.056186512548752,-1.212536234601134,-1.277558247515114,1
65,20.198255401601845,0.862793912357161,0.7129077850188962,1
66,20.153949994377875,-1.7925636425435305,-1.9159841645453282,1
67,20.098415248640098,0.49042674480096554,0.4001796152866181,1
68,20.150858588076993,0.29322851087674207,0.17165462440365542,1
69,20.116077136369213,-0.4739854734887756,-0.5747828400830541,1
70,20.129418128331267,-0.9999731020576097,-1.108739641043869,1
71,20.160198191578957,0.03396505179604902,-0.09318779841463565,1
72,20.191648224598726,-0.2955853699408203,-0.44152473434631834,1
73,20.221976206462063,0.23046086921617803,0.06640524205771303,1
74,20.233195472447452,-0.7682414737724573,-0.938998871309268,1
75,20.137557064628453,0.6276950902445254,0.5140667998514662,1
76,20.127012570443327,-0.9600178634702853,-1.0673474549220279,1
77,20.1589798750961,-0.20923133023603335,-0.33565642541115026,1
78,20.162417160614414,-0.29492932309341074,-0.42340766295481497,1
79,20.121288905377757,1.3402625425100316,1.2363519527150801,1
80,20.12897623558826,-1.4187125560812324,-1.527215132728124,1
81,20.20266368602104,-0.2928362511151031,-0.44535564429966873,1
82,20.24609005068704,1.3296994680447625,1.1512395610389834,1
83,20.15467495758104,-0.5659566818879147,-0.6898102569010864,1
84,20.135601739450234,-1.1585384305376354,-1.2709987175714281,1
85,20.15583143966879,0.37590392424201724,0.25135953064865824,1
86,20.122243432001497,-0.2171295800054343,-0.3216103513310374,1
87,20.160356411510534,0.9305149334834834,0.8032675714168448,1
88,20.197122207073384,-0.8025761155822182,-0.95178533504312,1
89,20.173932851920533,0.29481469679767924,0.15945751842919043,1
90,20.24172887985308,0.8106953149248929,0.6348405307094988,1
91,20.18954440161102,1.148972157267512,1.004289500617999,1
92,20.208055976366712,-0.9817948319206886,-1.137535281790881,1
93,20.178562123379525,1.5304356363264884,1.3923131866490206,1
94,20.253783285328016,-0.7489256256670105,-0.9319810465056646,1
95,20.128882719889674,-1.43573001504472,-1.5441767305738234,1
96,20.17682043298499,-0.8489972556094318,-0.9860793155582364,1
97,20.13531556621599,0.23550743912623123,0.12321809619045848,1
98,20.237313675350585,-0.17993708454188787,-0.3531544692350924,1
99,20.240516114481153,0.5842132539216074,0.40908290881444564,1
100,20.174211620349336,0.5995679665971814,0.4640442673528167,1
101,20.284905665915176,0.48851519978141045,0.2868689862300896,1
102,20.18913687021804,-0.14162878123422643,-0.28606800111868924,1
103,20.13683114400258,1.8955854055588928,1.7823907400886982,1
104,20.19393977475819,-2.1002690282319563,-2.247577238246354,1
105,20.228001025497054,-1.5981569821332053,-1.7658115037109825,1
106,20.200280399253646,-0.3873384400152913,-0.5384341892037499,1
107,20.32727602999336,-1.0594843249529182,-1.2864402558483787,1
108,20.258769332538996,-2.401307653161443,-2.587341463455085,1
109,20.30456397193614,-0.6129810043406062,-0.8263700050895336,1
110,20.289294272154546,-0.5763430739084476,-0.780610798647358,1
111,20.137710766081565,-2.366586751106552,-2.4803068542658755,1
112,20.205112069666743,0.9810950455141136,0.8271131230506303,1
113,20.089575715656355,1.3521920383458168,1.267225158037255,1
114,20.195680163204653,1.3510437073459822,1.2026958853148517,1
115,20.285755212789187,-0.33755114927369123,-0.5397048352463522,1
116,20.189839445203027,0.2608532508133172,0.11599435140355346,1
117,20.202165578101692,-1.0001735267945566,-1.1523953777955747,1
118,20.25230670837632,0.3571606153844561,0.17498722013367052,1
119,20.277365825059515,-0.5084157184234611,-0.705558047124408,1
120,20.222184330793397,0.5425344247709704,0.37835447562205016,1
121,20.229209391227993,-0.2061061181088814,-0.37448245069215286,1
122,20.284449085125132,1.203766916764199,1.0023934393810043,1
123,20.258702934243207,0.9811708623178471,0.7951767147020014,1
124,20.233735661444307,1.3785301259935585,1.2074500493596896,1
125,20.265725174612744,-1.4465138085328595,-1.6367026550318113,1
126,20.255806075407516,-1.6667720774449781,-1.8510358014519566,1
127,20.26673164617495,0.5641365187799754,0.37334646171065033,1
128,20.356061559090133,-0.36416441004532274,-0.6083152275293529,1
129,20.24273960381623,0.5428350331562107,0.3663764982207848,1
130,20.233011857102678,0.43805547938757,0.26740776352514223,1
131,20.33268153970549,0.3791965575218728,0.14901167342075744,1
132,20.22871496779607,1.0558594821192047,0.887778490810019,1
133,20.35199447378386,0.7671928682124843,0.5254715030533458,1
134,20.2582901096894,0.6268043619368083,0.44105681292819454,1
135,20.273691975902214,-0.7302168283859413,-0.9251646023371404,1
136,20.30868141405704,1.9092652102314105,1.6934166767754117,1
137,20.334655484770657,0.32680086641813977,0.09543685646481348,1
138,20.325849932583395,1.3019580427764637,1.0758539837762942,1
139,20.26781823223721,0.4871616793950039,0.29572255577399276,1
140,20.26167855822511,1.4257792549755397,1.238007633799036,1
141,20.29937363230275,0.332567492794582,0.1222789145201667,1
142,20.290735953611566,0.3914624343372153,0.18633352865329078,1
143,20.253886344638484,0.2895588204609849,0.10644183767745741,1
144,20.308536403742025,-0.5241399101479246,-0.739901822443947,1
145,20.339705981008073,-0.36877468015768394,-0.6031555778578521,1
146,20.300325335248694,0.03266493171505394,-0.178192141380718,1
147,20.37219998585255,0.10575907968711501,-0.14803194336565145,1
148,20.31651510646372,-0.7933652925437146,-1.01389324155083,1
149,20.290209349959685,2.530113520308003,2.325299178585741,1
150,20.30501074449657,-0.7989429787391689,-1.0125988567611042,1
151,20.273994506641586,-0.14217928368224803,-0.3373077728023635,1
152,20.252435101593647,2.5961727520477704,2.413922661774176,1
153,20.32982642556665,-0.4623674440523641,-0.690846840522881,1
154,20.265337484121954,0.9245666422282854,0.7346093806343108,1
155,20.29208540138351,0.8355617414484477,0.6296267501331716,1
156,20.307539997314755,-0.0240668655297962,-0.23923357961162628,1
157,20.33325520870912,-1.2295412632889104,-1.4600688255955778,1
158,20.339058099330547,-1.350150399446184,-1.5841442883847476,1
159,20.32071117714139,0.183954757297787,-0.03907969277719667,1
160,20.223434617297595,0.55432615536118,0.38939935405016834,1
161,20.311670365082996,-1.9696640715114537,-2.18729803936879,1
162,20.285223029504646,0.3234374822098848,0.12160169316353209,1
163,20.320432622396698,-0.4624054863305508,-0.6852735431727547,1
164,20.377566308133535,1.121203983835788,0.8642074159862241,1
165,20.37024121456374,0.3979705825888106,0.14534962141160668,1
166,20.343016513402766,-0.5961560038570236,-0.8325144309221421,1
167,20.35928798987063,-0.20849472952308226,-0.45457283870878695,1
168,20.26157958996326,0.20490238487864904,0.017189881880332825,1
169,20.347743373284615,1.557929584932971,1.3187475926203547,1
170,20.37122553894745,3.2731762898179757,3.019967347572669,1
171,20.30669363569566,0.5498857768340747,0.3352246324780742,1
172,20.36424938009546,0.3480275139024138,0.09898574398458293,1
173,20.326958687434548,0.9083297322395695,0.6815633642765871,1
174,20.398025337567834,0.2841752066352945,0.014957543607930557,1
175,20.405420939303095,0.9531145704989996,0.6794791831121298,1
176,20.32526084531715,0.6636371114087065,0.4378849406333394,1
177,20.427146129457242,0.3431730450442047,0.056560227937012264,1
178,20.346495985161727,-0.49914677014654746,-0.7375836416301209,1
179,20.461097227908358,0.525792640117769,0.21889931034528187,1
180,20.33542228925679,1.19501244060996,0.963190383971775,1
181,20.365187815702026,0.3864271602308966,0.1368248206681122,1
182,20.374659470912537,1.832274025441491,1.5770138417375326,1
183,20.328460197606702,1.2338340306701832,1.006170743389339,1
184,20.281731023586445,0.1337008553121049,-0.06604900210074577,1
185,20.330019802664374,2.033215010340226,1.8046201010628051,1
186,20.425980283471958,-0.7712003668965437,-1.0571167719478964,1
187,20.357566669623658,1.4848396087287417,1.2397897212696471,1
188,20.359664669651718,2.1726237702220255,1.9263206533217074,1
189,20.453840095172126,0.12077262901342156,-0.18178569013834067,1
190,20.40467688960963,0.243983309577047,-0.029207623582408082,1
191,20.41711541793067,1.2936119652093838,1.0129909416357483,1
192,20.42647243296934,1.7944832268651572,1.5082728388627282,1
193,20.34062910154167,0.7565523790850579,0.5216200601193857,1
194,20.394236309559524,0.5909403910666079,0.3239860842785799,1
195,20.39751084457282,1.271623229033617,1.0027128957298128,1
196,20.384056669346975,0.6079452023970172,0.34707165092110503,1
197,20.33934840951802,-0.8866405825702921,-1.120807886794443,1
198,20.419188987760304,0.18180582940176276,-0.10005383036070842,1
199,20.31507685851128,0.29255219919037756,0.07288338014211326,1
200,20.35314666174092,-1.169492713644101,-1.4119023323067175,1
201,20.36153309276371,0.7348283197954727,0.48740911003466947,1
202,20.383393415615334,-0.39388031376974675,-0.6543576740672149,1
203,20.448054629813587,1.129499159974309,0.830396758563984,1
204,20.490834021587727,-1.0772223502806273,-1.401878799608968,1
205,20.496114766228175,-0.4968174138087175,-0.8246282885738965,1
206,20.452312968923323,-1.0690298691139282,-1.3706759673172295,1
207,20.435984693387518,1.6630841542285257,1.3711916667746114,1
208,20.299172556658764,1.5705392633830029,1.3603707966021938,1
209,20.474505982300077,1.870173999841977,1.5552710201414128,1
210,20.55144732834376,1.9233503934340486,1.562486899520065,1
211,20.444643821632933,1.2879921776144723,0.9909272047900355,1
212,20.43570196573815,1.2726573401169448,0.9809337385587868,1
213,20.460934791342627,-1.3051833248482982,-1.6119796239802793,1
214,20.46443142927364,0.7245140768162212,0.415629079141896,1
215,20.43674581674236,-0.12089450732514784,-0.4132416478695927,1
216,20.41330920669765,0.043930989838922574,-0.2344164131851681,1
217,20.452087960483468,-0.8399481319392859,-1.1414598225174313,1
218,20.367410539522734,1.6513769228369002,1.4004468507218908,1
219,20.343878672835235,0.48269391580083076,0.24582048226795794,1
220,20.508046932036077,-1.0637829028052732,-1.398721394962272,1
221,20.41909693348321,0.8766027571463852,0.5947980855291495,1
222,20.479797773822046,0.31809490088265435,3.089694783953156e-05,1
223,20.523729699472483,-0.6320059569617927,-0.9763124689511641,1
224,20.50901401748039,0.0900097435639709,-0.24550643207004502,1
225,20.42233036456711,-0.44793415125269453,-0.7316702961665543,1
226,20.46823770147553,-1.9523628679383274,-2.2635215225816365,1
227,20.395695651100365,-1.2369146037782641,-1.5047406406708308,1
228,20.450771344929134,0.8158666627214299,0.5151414456196428,1
229,20.510300847550415,0.6783995014288398,0.34211464452311735,1
230,20.461601312018136,0.5658055591933431,0.25861111739093245,1
231,20.319431535113665,-0.9758293163920271,-1.1980993789351106,1
232,20.35143682964783,-0.3843602791416256,-0.6257485384668027,1
233,20.42592072147152,0.3205287469373058,0.03464792093815883,1
234,20.534662082964946,1.0107070269991343,0.6598701124014343,1
235,20.479954263058165,-0.5557346467926698,-0.8738921287614771,1
236,20.479063656200612,-0.773198074198147,-1.0908235567772895,1
